법정동코드2,시군구명,동리명,빌딩연차,관리건축물대장PK,기타용도,구조코드명,대지면적(㎡),건축면적(㎡),연면적(㎡),주용도코드명,높이(m),지상층수,지하층수,세대수(세대),가구수(가구),공동주택,공장,단독주택,문화및집회시설,숙박시설,업무시설,위험물저장및처리시설,제1종근린생활시설,제2종근린생활시설,창고시설,면적대비 생활인구 밀도,2018연간가스사용량,2018연간전기사용량,0-5 시간대 생활인구,6-11 시간대 생활인구,12-17 시간대 생활인구,18-23 시간대 생활인구,시간대별 생활인구 총합계,전체세대수,인구,인구밀도,전체평균연령,65세이상인구수,65세이상인구비율,휴게음식점,일반음식점,제과점,단란주점,유흥주점,사업체수,건물수,fire_YN
1111010100,종로구,청운동,74,11110-19792,주택,일반목구조,0.0,92.56,92.56,단독주택,0.0,1,0,0,1,37.7,0.2,157.4,18.8,0.0,2.3,0.0,15.6,27.6,0.7,2529182.88,41855040.0,47290564.0,35400000.0,40900000.0,44400000.0,35500000.0,156000000.0,5405.0,13293.0,5172.0,42.8,2162.0,0.162641992,76.0,257.0,5.0,0.0,0.0,1016.0,156.8,1
1111010100,종로구,청운동,63,11110-1297,주택,일반목구조,0.0,26.45,26.45,단독주택,0.0,1,0,0,1,37.7,0.2,157.4,18.8,0.0,2.3,0.0,15.6,27.6,0.7,2529182.88,41855040.0,47290564.0,35400000.0,40900000.0,44400000.0,35500000.0,156000000.0,5405.0,13293.0,5172.0,42.8,2162.0,0.162641992,76.0,257.0,5.0,0.0,0.0,1016.0,156.8,1
1111017400,종로구,창신동,24,11110-13419,단독주택,벽돌구조,42.78,19.83,19.83,단독주택,3.6,1,0,0,1,302.0,12.0,1701.0,3.0,18.0,10.0,0.0,401.0,404.0,14.0,15165485.910000002,56781708.0,51403670.0,25333333.333333332,24166666.666666668,24766666.666666668,24500000.0,98733333.33333333,3341.3333333333335,7897.0,30327.0,46.699999999999996,1330.0,0.1697415276666667,20.666666666666668,145.0,3.6666666666666665,2.0,4.666666666666667,1145.6666666666667,2420.0,1
1111017500,종로구,숭인동,29,11110-25183,주택,벽돌구조,151.81,75.06,253.0,단독주택,9.4,3,1,0,7,255.0,5.0,1145.0,2.0,18.0,39.0,0.0,206.0,274.0,8.0,17043219.46,39244233.0,45924717.0,27000000.0,29900000.0,33600000.0,28700000.0,119450000.0,4367.5,8405.5,29026.5,45.3,1373.5,0.164705552,25.5,160.5,2.5,6.0,7.5,1159.5,1631.0,1
1111018300,종로구,평창동,15,11110-29256,단독주택,철근콘크리트구조,488.0,142.22,398.23,단독주택,9.6,2,1,0,2,224.0,1.0,810.5,31.5,1.0,3.5,2.0,57.0,57.0,1.0,831454.34,23054313.0,24445111.0,48100000.0,45800000.0,40500000.0,42400000.0,177000000.0,7552.0,19105.0,2154.0,43.8,3173.0,0.166082177,55.0,148.0,5.0,5.0,2.0,739.0,1134.5,1
1111018600,종로구,신영동,45,11110-5642,주택,벽돌구조,0.0,0.0,74.38,단독주택,0.0,1,0,0,1,77.0,0.333333333,372.6666667,3.666666667,0.0,2.0,0.333333333,26.33333333,53.0,0.333333333,2404552.13,22010356.0,11954774.0,31900000.0,32800000.0,33500000.0,32600000.0,131000000.0,4295.0,10537.0,4642.0,44.2,1744.0,0.165512005,59.0,136.0,6.0,0.0,0.0,567.0,482.0,1
1114012100,중구,회현동1가,27,11140-4344,다세대주택(7세대) 및 제2종근린생활시설(사무소),철근콘크리트구조,281.96,116.62,530.28,공동주택,12.0,4,1,7,0,2.6847826085,0.2173913045,51.12173913,0.8195652175,2.539130435,7.5152173915,0.0717391305,38.14347826,41.210869564999996,1.204347826,13758868.45,269243659.0,420170238.0,26600000.0,83550000.0,132500000.0,62250000.0,304500000.0,2331.5,4711.0,5295.5,50.650000000000006,1012.0,0.2108258475,395.5,999.0,26.5,8.0,20.0,8097.5,108.46304347826086,1
1114014400,중구,장충동2가,58,11140-9207,단독주택,일반목구조,60.5,53.35,73.87,단독주택,5.1,2,0,0,2,40.0,2.3939393939999998,156.3030303,1.1363636365,2.5151515155,9.5,0.681818182,49.21212121,55.90909091,1.5454545455000002,4866486.07,121882374.5,113144870.0,23350000.0,38250000.0,49250000.0,32800000.0,143500000.0,2498.0,5349.0,4291.0,43.95,791.5,0.148552344,85.5,319.0,7.5,1.5,19.0,1965.0,263.2121212121212,1
1114016200,중구,신당동,34,11140-15550,"근린생활시설, 다가구주택",철근콘크리트구조,238.0,118.62,671.0,단독주택,16.1,5,1,0,3,773.6666666666666,17.0,3124.5555555000005,6.222222222166667,3.6666666666666665,66.055555555,3.5555555555,799.6666666666666,498.94444445,12.0555555555,14382898.555,234653837.5,222564339.5,37350000.0,35983333.333333336,35333333.333333336,36700000.0,145300000.0,5720.166666666667,13043.166666666666,32643.333333333332,44.46666666666667,2159.5,0.16202570800000002,46.833333333333336,177.16666666666666,4.5,4.0,1.5,2889.6666666666665,4871.666666666667,1
1117010100,용산구,후암동,44,11170-24708,공동주택,철근콘크리트구조,0.0,288.53,1904.8,공동주택,0.0,6,1,20,0,414.0,1.0,1645.0,2.0,3.0,7.0,1.0,159.0,125.0,4.0,6637596.9,16988565.0,13284297.0,36900000.0,34400000.0,31900000.0,34000000.0,137000000.0,8560.0,18703.0,21748.0,43.5,2941.0,0.15724749999999998,34.0,157.0,3.0,0.0,0.0,859.0,2210.0,1
1117010100,용산구,후암동,49,11170-26348,주택,일반목구조,0.0,26.45,26.45,단독주택,0.0,1,0,0,1,414.0,1.0,1645.0,2.0,3.0,7.0,1.0,159.0,125.0,4.0,6637596.9,16988565.0,13284297.0,36900000.0,34400000.0,31900000.0,34000000.0,137000000.0,8560.0,18703.0,21748.0,43.5,2941.0,0.15724749999999998,34.0,157.0,3.0,0.0,0.0,859.0,2210.0,1
1117010100,용산구,후암동,21,11170-14458,다세대주택,철근콘크리트구조,366.9,172.03,657.8,공동주택,15.8,4,1,8,0,414.0,1.0,1645.0,2.0,3.0,7.0,1.0,159.0,125.0,4.0,6637596.9,16988565.0,13284297.0,36900000.0,34400000.0,31900000.0,34000000.0,137000000.0,8560.0,18703.0,21748.0,43.5,2941.0,0.15724749999999998,34.0,157.0,3.0,0.0,0.0,859.0,2210.0,1
1117010200,용산구,용산동2가,17,11170-17842,다세대주택(4세대),철근콘크리트구조,89.4,61.03,244.12,공동주택,9.1,3,1,4,0,165.0,0.0,533.0,0.0,0.0,0.0,0.0,32.5,29.5,1.0,2529761.9,11445221.0,13985987.0,29000000.0,29600000.0,29600000.0,31000000.0,119000000.0,5506.0,12107.0,6177.0,45.3,2031.0,0.167754192,21.0,177.0,4.0,0.0,0.0,557.0,797.5,1
1117011000,용산구,청파동2가,45,11170-1155,주택,철근콘크리트구조,0.0,145.46,374.65,단독주택,0.0,2,1,0,1,121.5,4.25,497.25,0.0,0.25,5.0,0.25,72.0,77.5,4.75,10027472.53,40317971.0,27457348.0,52700000.0,56400000.0,57200000.0,52900000.0,219000000.0,10637.0,20922.0,22991.0,43.5,3231.0,0.154430743,88.0,318.0,7.0,6.0,0.0,1881.0,767.5,1
1117011200,용산구,원효로1가,62,11170-9674,주택,일반목구조,0.0,52.0,52.0,단독주택,0.0,1,0,0,1,31.75,6.5,218.0,0.0,0.5,6.0,0.0,61.25,76.25,5.0,11158192.09,49911719.0,50401759.0,38400000.0,41000000.0,40700000.0,38300000.0,158000000.0,7530.0,16034.0,27176.0,40.4,1838.0,0.114631408,51.0,284.0,7.0,10.0,6.0,1815.0,395.0,1
1117012800,용산구,한강로3가,11,11170-9250,"공동주택(아파트),업무시설,제1종근린생활시설,운동시설",철근콘크리트구조,15970.8,4766.72,126765.29,공동주택,148.1,43,3,509,0,17.0,3.4,208.4,0.6,1.2,10.4,1.0,60.2,76.6,7.0,5617816.09,151805519.0,158136998.0,59600000.0,102000000.0,135000000.0,93600000.0,391000000.0,9593.0,19209.0,6624.0,44.5,2916.0,0.151803842,185.0,587.0,16.0,21.0,2.0,4972.0,384.8,1
1117012900,용산구,이촌동,44,11170-3276,"아파트, 점포",철근콘크리트구조,0.0,988.27,11172.84,공동주택,0.0,12,1,94,0,279.0,0.0,42.0,0.0,0.0,5.0,0.0,56.0,44.0,7.0,3324305.4749999996,10922137.0,60730095.0,42000000.0,42350000.0,39150000.0,41650000.0,165000000.0,7055.0,19215.5,8855.0,43.45,2999.0,0.1665617495,29.0,99.5,4.0,1.0,0.5,581.5,499.0,1
1117012900,용산구,이촌동,23,11170-347,공동주택(아파트),철근콘크리트구조,7215.4,705.14,18387.29,공동주택,54.0,20,2,153,0,279.0,0.0,42.0,0.0,0.0,5.0,0.0,56.0,44.0,7.0,3324305.4749999996,10922137.0,60730095.0,42000000.0,42350000.0,39150000.0,41650000.0,165000000.0,7055.0,19215.5,8855.0,43.45,2999.0,0.1665617495,29.0,99.5,4.0,1.0,0.5,581.5,499.0,1
1117013000,용산구,이태원동,29,11170-17092,주택,벽돌구조,73.23,36.6,118.95,단독주택,7.5,2,1,0,1,319.0,1.0,2165.0,3.0,8.0,7.0,1.0,303.0,399.0,2.0,8255133.955,52743832.0,58925234.0,33100000.0,30300000.0,32950000.0,37250000.0,133500000.0,4390.0,10121.0,14524.0,46.25,1660.5,0.1637855745,45.5,509.0,6.0,8.0,5.0,1202.0,3225.0,1
1117013100,용산구,한남동,44,11170-24469,주택,벽돌구조,0.0,159.97,329.32,단독주택,0.0,2,1,0,1,554.0,2.0,1670.0,10.0,10.0,48.0,5.0,223.0,330.0,9.0,3765227.02,113878893.0,126796860.0,58400000.0,68600000.0,76400000.0,68200000.0,272000000.0,11054.0,23685.0,7869.0,44.5,3458.0,0.14599957800000002,94.0,623.0,12.0,31.0,6.0,2080.0,2937.0,1
1120010500,성동구,마장동,30,11200-6892,단독주택,벽돌구조,70.4,34.75,119.04,단독주택,6.2,2,1,0,1,170.0,13.0,1151.0,3.0,1.0,13.0,5.0,348.0,213.0,29.0,9198113.21,63128642.0,52771575.0,57200000.0,61400000.0,57100000.0,58200000.0,234000000.0,10805.0,24157.0,22790.0,42.5,3529.0,0.14608602099999998,21.0,166.0,5.0,3.0,1.0,3282.0,1970.0,1
1120011400,성동구,성수동1가,23,11200-17667,다가구주택(5가구),벽돌구조,122.78,73.52,219.43,단독주택,7.6,2,1,0,5,251.0,101.0,1536.0,5.0,2.0,34.0,9.0,321.0,291.0,21.0,6152111.0,85545001.0,77945520.0,39150000.0,45700000.0,48650000.0,42900000.0,176000000.0,7387.0,16678.0,13305.5,41.85,1990.0,0.1196386415,58.5,234.0,9.5,1.0,0.0,1973.5,2581.0,1
1120011500,성동구,성수동2가,28,11200-22202,주택,벽돌구조,92.65,49.74,149.82,단독주택,7.3,2,1,0,1,261.0,379.0,1375.0,0.0,6.0,63.0,6.0,490.0,302.0,48.0,7877893.425000001,91509513.0,218060869.0,42000000.0,55100000.0,62250000.0,47150000.0,206500000.0,7161.0,15116.0,13545.5,43.85,2180.5,0.1440934245,99.5,366.5,7.0,7.0,0.0,3904.0,3113.0,1
1120011500,성동구,성수동2가,25,11200-22575,다가구주택(5가구),벽돌구조,177.45,103.82,284.53,단독주택,7.5,2,1,0,5,261.0,379.0,1375.0,0.0,6.0,63.0,6.0,490.0,302.0,48.0,7877893.425000001,91509513.0,218060869.0,42000000.0,55100000.0,62250000.0,47150000.0,206500000.0,7161.0,15116.0,13545.5,43.85,2180.5,0.1440934245,99.5,366.5,7.0,7.0,0.0,3904.0,3113.0,1
1121510100,광진구,중곡동,22,11215-3475,다가구용단독주택(7가구),철근콘크리트구조,187.46,111.17,422.3,단독주택,10.7,3,1,0,7,1514.0,4.0,4894.0,1.0,17.0,37.0,9.0,661.0,466.0,4.0,9625003.334999999,82612027.0,84296628.0,50525000.0,44675000.0,40475000.0,45725000.0,181250000.0,9990.25,22050.25,27763.25,42.925000000000004,3054.75,0.13818864775,39.5,200.25,5.5,3.5,0.25,1531.75,7695.0,1
1121510100,광진구,중곡동,15,11215-8611,공동주택(다세대),철근콘크리트구조,218.3,130.83,481.73,공동주택,14.2,5,0,8,0,1514.0,4.0,4894.0,1.0,17.0,37.0,9.0,661.0,466.0,4.0,9625003.334999999,82612027.0,84296628.0,50525000.0,44675000.0,40475000.0,45725000.0,181250000.0,9990.25,22050.25,27763.25,42.925000000000004,3054.75,0.13818864775,39.5,200.25,5.5,3.5,0.25,1531.75,7695.0,1
1121510100,광진구,중곡동,20,11215-5448,주택,벽돌구조,102.5,50.92,154.11,단독주택,7.7,2,1,0,1,1514.0,4.0,4894.0,1.0,17.0,37.0,9.0,661.0,466.0,4.0,9625003.334999999,82612027.0,84296628.0,50525000.0,44675000.0,40475000.0,45725000.0,181250000.0,9990.25,22050.25,27763.25,42.925000000000004,3054.75,0.13818864775,39.5,200.25,5.5,3.5,0.25,1531.75,7695.0,1
1121510100,광진구,중곡동,16,11215-7011,단독주택,철근콘크리트구조,133.2,76.7,209.64,단독주택,8.67,3,0,0,3,1514.0,4.0,4894.0,1.0,17.0,37.0,9.0,661.0,466.0,4.0,9625003.334999999,82612027.0,84296628.0,50525000.0,44675000.0,40475000.0,45725000.0,181250000.0,9990.25,22050.25,27763.25,42.925000000000004,3054.75,0.13818864775,39.5,200.25,5.5,3.5,0.25,1531.75,7695.0,1
1121510100,광진구,중곡동,42,11215-1704,주택,벽돌구조,0.0,80.63,162.42,단독주택,0.0,2,1,0,1,1514.0,4.0,4894.0,1.0,17.0,37.0,9.0,661.0,466.0,4.0,9625003.334999999,82612027.0,84296628.0,50525000.0,44675000.0,40475000.0,45725000.0,181250000.0,9990.25,22050.25,27763.25,42.925000000000004,3054.75,0.13818864775,39.5,200.25,5.5,3.5,0.25,1531.75,7695.0,1
1121510100,광진구,중곡동,27,11215-7544,다가구주택(5가구),벽돌구조,100.22,57.2,171.6,단독주택,7.0,2,1,0,5,1514.0,4.0,4894.0,1.0,17.0,37.0,9.0,661.0,466.0,4.0,9625003.334999999,82612027.0,84296628.0,50525000.0,44675000.0,40475000.0,45725000.0,181250000.0,9990.25,22050.25,27763.25,42.925000000000004,3054.75,0.13818864775,39.5,200.25,5.5,3.5,0.25,1531.75,7695.0,1
1121510100,광진구,중곡동,42,11215-1798,"주택, 점포",벽돌구조,0.0,83.67,237.59,단독주택,0.0,3,1,0,1,1514.0,4.0,4894.0,1.0,17.0,37.0,9.0,661.0,466.0,4.0,9625003.334999999,82612027.0,84296628.0,50525000.0,44675000.0,40475000.0,45725000.0,181250000.0,9990.25,22050.25,27763.25,42.925000000000004,3054.75,0.13818864775,39.5,200.25,5.5,3.5,0.25,1531.75,7695.0,1
1121510100,광진구,중곡동,5,11215-100204761,"단독주택(다가구주택), 제1종근린생활시설(소매점)",철근콘크리트구조,152.4,90.94,300.64,단독주택,11.6,4,0,0,5,1514.0,4.0,4894.0,1.0,17.0,37.0,9.0,661.0,466.0,4.0,9625003.334999999,82612027.0,84296628.0,50525000.0,44675000.0,40475000.0,45725000.0,181250000.0,9990.25,22050.25,27763.25,42.925000000000004,3054.75,0.13818864775,39.5,200.25,5.5,3.5,0.25,1531.75,7695.0,1
1121510300,광진구,구의동,47,11215-12329,주택,벽돌구조,0.0,79.34,149.22,단독주택,0.0,2,1,0,1,1370.0,0.0,2494.0,1.0,19.0,52.0,2.0,318.0,336.0,3.0,10924145.836666666,139901910.0,186073868.0,60233333.333333336,56466666.666666664,54566666.666666664,58733333.333333336,229666666.66666666,11803.333333333334,27244.0,30526.0,41.53333333333333,3458.3333333333335,0.127115592,79.33333333333333,283.3333333333333,8.666666666666666,7.666666666666667,1.6666666666666667,1931.6666666666667,4663.0,1
1121510300,광진구,구의동,16,11215-14360,공동주택(다세대주택),철근콘크리트구조,248.9,148.74,713.71,공동주택,11.82,4,1,8,0,1370.0,0.0,2494.0,1.0,19.0,52.0,2.0,318.0,336.0,3.0,10924145.836666666,139901910.0,186073868.0,60233333.333333336,56466666.666666664,54566666.666666664,58733333.333333336,229666666.66666666,11803.333333333334,27244.0,30526.0,41.53333333333333,3458.3333333333335,0.127115592,79.33333333333333,283.3333333333333,8.666666666666666,7.666666666666667,1.6666666666666667,1931.6666666666667,4663.0,1
1121510400,광진구,광장동,40,11215-15772,아파트,철근콘크리트구조,0.0,626.58,8409.79,공동주택,0.0,12,1,36,0,273.0,0.0,253.0,2.0,25.0,17.0,3.0,62.0,84.0,0.0,5683403.07,171527954.0,99904686.0,84600000.0,82900000.0,77500000.0,80900000.0,326000000.0,12002.0,36309.0,15192.0,38.0,3407.0,0.093833485,79.0,196.0,13.0,9.0,1.0,1419.0,762.0,1
1121510400,광진구,광장동,36,11215-15471,"주택, 점포",철근콘크리트구조,0.0,64.13,198.67,단독주택,0.0,3,1,0,1,273.0,0.0,253.0,2.0,25.0,17.0,3.0,62.0,84.0,0.0,5683403.07,171527954.0,99904686.0,84600000.0,82900000.0,77500000.0,80900000.0,326000000.0,12002.0,36309.0,15192.0,38.0,3407.0,0.093833485,79.0,196.0,13.0,9.0,1.0,1419.0,762.0,1
1121510500,광진구,자양동,20,11215-20230,연립주택,철근콘크리트구조,637.0,370.07,1773.22,공동주택,12.4,4,1,16,0,1184.0,8.0,4100.0,3.0,10.0,45.0,3.0,608.0,349.0,8.0,9728109.7875,200424091.0,219620127.0,56550000.0,55750000.0,55575000.0,60100000.0,228000000.0,10919.5,26524.25,26279.0,42.675,3413.25,0.12924024775,73.25,254.5,7.5,5.0,0.25,1636.75,6449.0,1
1121510500,광진구,자양동,30,11215-17762,다가구주택,벽돌구조,117.9,61.24,217.27,단독주택,10.07,3,1,0,4,1184.0,8.0,4100.0,3.0,10.0,45.0,3.0,608.0,349.0,8.0,9728109.7875,200424091.0,219620127.0,56550000.0,55750000.0,55575000.0,60100000.0,228000000.0,10919.5,26524.25,26279.0,42.675,3413.25,0.12924024775,73.25,254.5,7.5,5.0,0.25,1636.75,6449.0,1
1121510500,광진구,자양동,29,11215-19254,"주택, 근린생활시설",벽돌구조,149.6,83.63,232.61,단독주택,7.5,2,1,0,1,1184.0,8.0,4100.0,3.0,10.0,45.0,3.0,608.0,349.0,8.0,9728109.7875,200424091.0,219620127.0,56550000.0,55750000.0,55575000.0,60100000.0,228000000.0,10919.5,26524.25,26279.0,42.675,3413.25,0.12924024775,73.25,254.5,7.5,5.0,0.25,1636.75,6449.0,1
1121510500,광진구,자양동,32,11215-20633,다세대주택,벽돌구조,0.0,72.12,216.36,공동주택,0.0,2,1,6,0,1184.0,8.0,4100.0,3.0,10.0,45.0,3.0,608.0,349.0,8.0,9728109.7875,200424091.0,219620127.0,56550000.0,55750000.0,55575000.0,60100000.0,228000000.0,10919.5,26524.25,26279.0,42.675,3413.25,0.12924024775,73.25,254.5,7.5,5.0,0.25,1636.75,6449.0,1
1121510500,광진구,자양동,25,11215-22866,아파트(84세대),철근콘크리트구조,0.0,1091.62,9968.5,공동주택,58.35,21,1,84,0,1184.0,8.0,4100.0,3.0,10.0,45.0,3.0,608.0,349.0,8.0,9728109.7875,200424091.0,219620127.0,56550000.0,55750000.0,55575000.0,60100000.0,228000000.0,10919.5,26524.25,26279.0,42.675,3413.25,0.12924024775,73.25,254.5,7.5,5.0,0.25,1636.75,6449.0,1
1121510700,광진구,화양동,26,11215-23511,다가구주택,벽돌구조,204.6,102.3,358.74,단독주택,9.1,3,1,0,1,189.0,2.0,1431.0,1.0,27.0,29.0,1.0,205.0,326.0,0.0,12679597.7,118697582.0,93072124.0,81700000.0,82100000.0,92200000.0,97300000.0,353000000.0,15772.0,24804.0,21383.0,37.7,2176.0,0.087727786,156.0,848.0,16.0,15.0,5.0,2437.0,2279.0,1
1121510700,광진구,화양동,2,11215-100224777,"제2종근린생활시설,단독주택(다가구4가구)",철근콘크리트구조,99.3,59.02,161.66,단독주택,10.9,4,0,0,4,189.0,2.0,1431.0,1.0,27.0,29.0,1.0,205.0,326.0,0.0,12679597.7,118697582.0,93072124.0,81700000.0,82100000.0,92200000.0,97300000.0,353000000.0,15772.0,24804.0,21383.0,37.7,2176.0,0.087727786,156.0,848.0,16.0,15.0,5.0,2437.0,2279.0,1
1121510900,광진구,군자동,29,11215-26574,주택,벽돌구조,86.0,49.59,168.39,단독주택,9.3,3,1,0,1,245.0,0.0,1416.0,2.0,8.0,14.0,0.0,145.0,146.0,0.0,9966216.22,43557946.0,33420605.0,44400000.0,44100000.0,44600000.0,43900000.0,177000000.0,10453.0,22029.0,29769.0,41.8,2755.0,0.125062418,72.0,288.0,8.0,5.0,5.0,1580.0,2012.0,1
1121510900,광진구,군자동,49,11215-26833,주택,벽돌구조,86.0,55.6,101.01,단독주택,5.8,2,0,0,1,245.0,0.0,1416.0,2.0,8.0,14.0,0.0,145.0,146.0,0.0,9966216.22,43557946.0,33420605.0,44400000.0,44100000.0,44600000.0,43900000.0,177000000.0,10453.0,22029.0,29769.0,41.8,2755.0,0.125062418,72.0,288.0,8.0,5.0,5.0,1580.0,2012.0,1
1123010400,동대문구,전농동,26,11230-21245,다가구용단독주택(4가구),벽돌구조,112.0,66.69,185.31,단독주택,7.8,2,1,0,4,406.0,7.0,2591.0,2.0,7.0,6.0,6.0,431.0,249.0,5.0,9125423.425,128398711.0,77862981.0,54650000.0,57050000.0,60400000.0,58600000.0,230500000.0,11313.5,25669.5,24852.0,43.75,4288.0,0.16669597,72.5,235.0,7.5,5.5,3.0,1546.5,3699.0,1
1123010500,동대문구,답십리동,24,11230-21984,다가구용단독주택(5가구),벽돌구조,102.75,61.0,183.0,단독주택,7.6,2,1,0,5,321.0,11.0,1912.0,2.0,11.0,22.0,2.0,512.0,210.0,13.0,10050835.15,135806975.0,102629517.0,55300000.0,49650000.0,45100000.0,49650000.0,200000000.0,12521.0,29231.0,35246.0,42.35,4398.0,0.150671544,41.0,184.5,6.5,7.5,5.5,2073.5,3053.0,1
1123010600,동대문구,장안동,10,11230-100181743,경비실,벽돌구조,0.0,12.0,12.0,공동주택,4.2,1,0,0,0,873.0,6.0,1537.0,2.0,34.0,91.0,4.0,706.0,349.0,7.0,9561620.795,165933247.0,164083882.0,67600000.0,65950000.0,66450000.0,68800000.0,268500000.0,15097.5,35430.5,30203.0,42.3,4990.0,0.1405757875,95.5,493.5,12.5,23.0,22.0,3868.0,3702.0,1
1123011000,동대문구,이문동,15,11230-28423,"다가구주택(3가구),근린생활시설",철근콘크리트구조,198.0,118.75,523.46,단독주택,14.6,5,0,0,3,640.0,13.0,4184.0,0.0,3.0,17.0,4.0,331.0,227.0,4.0,10130992.2,109373067.0,70487970.0,57350000.0,52350000.0,47900000.0,51950000.0,209500000.0,9969.0,24472.0,28897.0,43.15,3542.0,0.1463406195,56.0,234.0,5.5,2.0,1.5,1091.0,5437.0,1
1126010100,중랑구,면목동,26,11260-5743,다가구용단독주택(3가구),벽돌구조,115.7,66.17,198.51,단독주택,0.0,2,1,0,3,1688.0,10.0,8448.0,3.0,15.0,18.0,6.0,1061.0,598.0,14.0,8213639.724999999,166195640.0,140650368.0,51100000.0,45283333.333333336,41866666.666666664,47450000.0,185833333.33333334,11073.833333333334,23873.0,24786.666666666668,44.416666666666664,3804.3333333333335,0.18403044366666668,36.333333333333336,231.16666666666666,5.333333333333333,4.833333333333333,0.8333333333333334,1691.1666666666667,11987.0,1
1126010100,중랑구,면목동,30,11260-13665,공동주택,철근콘크리트구조,0.0,856.51,12847.36,공동주택,0.0,15,1,255,0,1688.0,10.0,8448.0,3.0,15.0,18.0,6.0,1061.0,598.0,14.0,8213639.724999999,166195640.0,140650368.0,51100000.0,45283333.333333336,41866666.666666664,47450000.0,185833333.33333334,11073.833333333334,23873.0,24786.666666666668,44.416666666666664,3804.3333333333335,0.18403044366666668,36.333333333333336,231.16666666666666,5.333333333333333,4.833333333333333,0.8333333333333334,1691.1666666666667,11987.0,1
1126010100,중랑구,면목동,27,11260-8136,다가구주택(5가구),벽돌구조,118.24,60.69,195.25,단독주택,0.0,2,1,0,5,1688.0,10.0,8448.0,3.0,15.0,18.0,6.0,1061.0,598.0,14.0,8213639.724999999,166195640.0,140650368.0,51100000.0,45283333.333333336,41866666.666666664,47450000.0,185833333.33333334,11073.833333333334,23873.0,24786.666666666668,44.416666666666664,3804.3333333333335,0.18403044366666668,36.333333333333336,231.16666666666666,5.333333333333333,4.833333333333333,0.8333333333333334,1691.1666666666667,11987.0,1
1126010100,중랑구,면목동,2,11260-100229307,근생&다가구주택(6가구),철근콘크리트구조,184.7,110.22,368.31,단독주택,15.0,5,0,0,6,1688.0,10.0,8448.0,3.0,15.0,18.0,6.0,1061.0,598.0,14.0,8213639.724999999,166195640.0,140650368.0,51100000.0,45283333.333333336,41866666.666666664,47450000.0,185833333.33333334,11073.833333333334,23873.0,24786.666666666668,44.416666666666664,3804.3333333333335,0.18403044366666668,36.333333333333336,231.16666666666666,5.333333333333333,4.833333333333333,0.8333333333333334,1691.1666666666667,11987.0,1
1126010100,중랑구,면목동,43,11260-13256,공동주택,벽돌구조,0.0,209.49,481.16,공동주택,0.0,3,1,12,0,1688.0,10.0,8448.0,3.0,15.0,18.0,6.0,1061.0,598.0,14.0,8213639.724999999,166195640.0,140650368.0,51100000.0,45283333.333333336,41866666.666666664,47450000.0,185833333.33333334,11073.833333333334,23873.0,24786.666666666668,44.416666666666664,3804.3333333333335,0.18403044366666668,36.333333333333336,231.16666666666666,5.333333333333333,4.833333333333333,0.8333333333333334,1691.1666666666667,11987.0,1
1126010100,중랑구,면목동,27,11260-11270,다가구용주택(5가구),벽돌구조,182.0,86.04,249.72,단독주택,0.0,2,1,0,5,1688.0,10.0,8448.0,3.0,15.0,18.0,6.0,1061.0,598.0,14.0,8213639.724999999,166195640.0,140650368.0,51100000.0,45283333.333333336,41866666.666666664,47450000.0,185833333.33333334,11073.833333333334,23873.0,24786.666666666668,44.416666666666664,3804.3333333333335,0.18403044366666668,36.333333333333336,231.16666666666666,5.333333333333333,4.833333333333333,0.8333333333333334,1691.1666666666667,11987.0,1
1126010100,중랑구,면목동,28,11260-11385,다가구용주택(5가구),벽돌구조,104.36,51.84,177.33,단독주택,0.0,2,1,0,5,1688.0,10.0,8448.0,3.0,15.0,18.0,6.0,1061.0,598.0,14.0,8213639.724999999,166195640.0,140650368.0,51100000.0,45283333.333333336,41866666.666666664,47450000.0,185833333.33333334,11073.833333333334,23873.0,24786.666666666668,44.416666666666664,3804.3333333333335,0.18403044366666668,36.333333333333336,231.16666666666666,5.333333333333333,4.833333333333333,0.8333333333333334,1691.1666666666667,11987.0,1
1126010100,중랑구,면목동,27,11260-2302,다가구용주택(5가구),벽돌구조,121.3,65.75,199.96,단독주택,0.0,2,1,0,5,1688.0,10.0,8448.0,3.0,15.0,18.0,6.0,1061.0,598.0,14.0,8213639.724999999,166195640.0,140650368.0,51100000.0,45283333.333333336,41866666.666666664,47450000.0,185833333.33333334,11073.833333333334,23873.0,24786.666666666668,44.416666666666664,3804.3333333333335,0.18403044366666668,36.333333333333336,231.16666666666666,5.333333333333333,4.833333333333333,0.8333333333333334,1691.1666666666667,11987.0,1
1126010200,중랑구,상봉동,27,11260-16626,다가구용주택(5가구),벽돌구조,115.0,53.16,160.59,단독주택,0.0,2,1,0,5,521.0,6.0,1587.0,1.0,37.0,56.0,4.0,225.0,333.0,10.0,11862745.094999999,96656118.0,109989073.0,52400000.0,51450000.0,52800000.0,56350000.0,213000000.0,10278.5,22431.0,29219.5,42.45,2997.0,0.1342754705,54.5,293.0,4.5,10.0,7.5,1625.0,2800.0,1
